分类,单词,中文,例句
文学 (Literature),tone,语气,The author's tone in the novel is dark and brooding.
文学 (Literature),mood,情绪,The eerie atmosphere created a suspenseful mood.
文学 (Literature),rhythm,节奏,The poem's rhythmic flow was soothing to the ears.
文学 (Literature),stanza,诗段,This stanza captures the essence of the entire poem.
文学 (Literature),sonnet,十四行诗,The poet composed a beautiful sonnet dedicated to his love.
文学 (Literature),epic,史诗,The epic tale of heroism has been retold for generations.
文学 (Literature),tragedy,悲剧,The play ended in tragedy
文学 (Literature),comedy,喜剧,The comedy of errors had everyone laughing uncontrollably.
文学 (Literature),satire,讽刺作品,The political satire exposed the corruption in society.
文学 (Literature),alliteration,头韵,The repetitive alliteration added a poetic touch to the writing.
文学 (Literature),hyperbole,夸张法,Her exaggeration was so extreme that it became a hyperbole.
文学 (Literature),personification,拟人,The tree danced in the wind
艺术 (Art),painting,绘画,She is a talented artist who specializes in oil painting.
艺术 (Art),sculpture,雕塑,The museum exhibits a diverse collection of ancient and modern sculptures.
艺术 (Art),portrait,肖像画,He commissioned an artist to paint a portrait of his family.
艺术 (Art),exhibition,展览,The art exhibition will showcase works by local and international artists.
艺术 (Art),creativity,创造力,Children often have a lot of creativity when it comes to expressing themselves through art.
艺术 (Art),inspiration,灵感,Traveling to new places always gives her inspiration for her art.
艺术 (Art),imagination,想象力,His paintings reflect a vivid imagination and a unique perspective.
艺术 (Art),abstract,抽象的,The abstract painting left many viewers pondering its meaning.
艺术 (Art),colorful,多彩的,Her artwork always features bright and colorful designs.
艺术 (Art),scenery,风景,The artist painted a breathtaking landscape scenery.
运动 (Sports),soccer,足球,I love playing soccer with my friends every weekend.
运动 (Sports),basketball,篮球,She's very tall and plays basketball for the school team.
运动 (Sports),swimming,游泳,Swimming is a great way to stay in shape.
运动 (Sports),cycling,骑自行车,They enjoy cycling together in the park.
运动 (Sports),running,跑步,He goes running in the park every morning.
运动 (Sports),volleyball,排球,We had a lot of fun playing volleyball at the beach.
运动 (Sports),tennis,网球,My sister is taking tennis lessons this summer.
运动 (Sports),gymnastics,体操,She practices gymnastics every day after school.
运动 (Sports),hiking,徒步旅行,We went hiking in the mountains last weekend.
运动 (Sports),yoga,瑜伽,She starts her day with yoga to relax and stretch.
学科 (Subjects),mathematics,数学,I enjoy studying mathematics.
学科 (Subjects),science,科学,She is interested in studying science.
学科 (Subjects),history,历史,We learned about ancient history.
学科 (Subjects),English,英语,I need to improve my English skills.
学科 (Subjects),biology,生物,The students are learning about biology.
学科 (Subjects),geography,地理,The geography lesson includes a map activity.
学科 (Subjects),physics,物理,Physics can be a challenging subject.
学科 (Subjects),chemistry,化学,He conducted an experiment in chemistry class.
学科 (Subjects),art,艺术,They are creating beautiful art pieces.
学科 (Subjects),music,音乐,The school choir is practicing for a concert.
学科 (Subjects),physical education,体育,Physical education class is always fun.
学科 (Subjects),computer science,计算机科学,She is majoring in computer science.
学科 (Subjects),literature,文学,The teacher assigned a classic literature reading.
学科 (Subjects),health,健康,The students learned about healthy eating habits.
学科 (Subjects),foreign language,外语,They offer Spanish as a foreign language.
学科 (Subjects),economics,经济学,He is studying economics in college.
学科 (Subjects),algebra,代数,Solving algebraic equations can be tricky.
学科 (Subjects),calculus,微积分,Calculus is a higher-level math course.
学科 (Subjects),government,政府,We discussed the role of government in society.
学科 (Subjects),environmental science,环境科学,Environmental science studies ecosystems.
学科 (Subjects),social studies,社会学,Social studies covers a range of topics.
学科 (Subjects),psychology,心理学,She is majoring in psychology in university.
学科 (Subjects),sociology,社会学,Sociology examines human behavior in society.
学科 (Subjects),business,商业,The business class teaches about entrepreneurship.
学科 (Subjects),philosophy,哲学,They had a deep discussion about philosophy.
学科 (Subjects),drama,戏剧,The students performed a drama production.
学科 (Subjects),agriculture,农业,The school has a program focusing on agriculture.
学科 (Subjects),physical science,物理科学,Physical science includes topics like chemistry and physics.
学科 (Subjects),engineering,工程学,The students are learning about different branches of engineering.
饮料 (Beverages),coffee,咖啡,I like to drink coffee in the morning.
饮料 (Beverages),tea,茶,Would you like some hot tea?
饮料 (Beverages),soda,汽水,I prefer to drink soda over juice.
饮料 (Beverages),water,水,Remember to drink plenty of water throughout the day.
饮料 (Beverages),juice,果汁,Orange juice is my favorite drink.
饮料 (Beverages),milk,牛奶,A glass of warm milk helps me sleep better.
饮料 (Beverages),hot chocolate,热巧克力,I enjoy a cup of hot chocolate on a cold day.
饮料 (Beverages),smoothie,果汁冰沙,I like to make a healthy smoothie for breakfast.
饮料 (Beverages),lemonade,柠檬水,Lemonade is a refreshing drink in the summer.
饮料 (Beverages),iced tea,冰茶,I usually order iced tea when eating out.
饮料 (Beverages),energy drink,功能饮料,Some people rely on energy drinks to stay awake.
饮料 (Beverages),cocktail,鸡尾酒,I like to relax with a cocktail after work.
饮料 (Beverages),beer,啤酒,He enjoys a cold beer with his friends.
饮料 (Beverages),wine,葡萄酒,A glass of red wine goes well with steak.
饮料 (Beverages),whiskey,威士忌,He prefers whiskey on the rocks.
饮料 (Beverages),vodka,伏特加,Vodka is commonly used in cocktails.
饮料 (Beverages),rum,朗姆酒,I like to mix rum with coke.
饮料 (Beverages),gin,杜松子酒,Gin and tonic is a classic combination.
饮料 (Beverages),tequila,龙舌兰酒,Shots of tequila are popular at parties.
饮料 (Beverages),mocktail,无酒精鸡尾酒,I ordered a delicious mocktail at the bar.
饮料 (Beverages),coconut water,椰子水,Coconut water is known for its health benefits.
饮料 (Beverages),sports drink,运动饮料,Athletes often drink sports drinks to rehydrate.
饮料 (Beverages),kombucha,昆布茶,Some people enjoy the tangy taste of kombucha.
饮料 (Beverages),horchata,梦露奶糖,Horchata is a traditional Mexican drink.
饮料 (Beverages),chai,印度茶,I like to relax with a warm cup of chai.
饮料 (Beverages),matcha,抹茶,Matcha is a type of green tea.
饮料 (Beverages),bubble tea,珍珠奶茶,Bubble tea is a popular drink among young people.
饮料 (Beverages),fruit punch,水果饮料,The party had a large bowl of fruit punch.
音乐 (Music),music,音乐,I love listening to music while I work.
音乐 (Music),song,歌曲,This song has a catchy melody and meaningful lyrics.
音乐 (Music),melody,旋律,The melody of the piano piece is both beautiful and haunting.
音乐 (Music),rhythm,节奏,The drummer sets the rhythm for the entire band.
音乐 (Music),harmony,和谐,The vocalists achieved a perfect harmony in their performance.
音乐 (Music),instrument,乐器,Learning to play a musical instrument can be a rewarding experience.
音乐 (Music),guitar,吉他,He strummed the guitar,creating a soothing sound.
音乐 (Music),piano,钢琴,She played a beautiful melody on the grand piano.
音乐 (Music),drum,鼓,The drummer showcased his skills with a powerful drum solo.
音乐 (Music),vocal,声乐,Her vocal performance captivated the audience.
音乐 (Music),composer,作曲家,The composer crafted a symphony that resonated with emotion.
音乐 (Music),lyrics,歌词,The lyrics of the song convey a deep and meaningful message.
音乐 (Music),beat,节拍,The DJ mixed different beats to create a danceable track.
音乐 (Music),genre,风格,Jazz is a genre of music known for its improvisational nature.
音乐 (Music),orchestra,管弦乐团,The orchestra performed a breathtaking symphony.
身体部位 (Body Parts),head,头部,She shook her head in disbelief.
身体部位 (Body Parts),hair,头发,She braided her long hair.
